combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_made_flag;shot_type
Layup;0;0;5;3;0;1998-99;17;1;2PT Field Goal
Jump Shot;-23;81;5;1;1;1999-00;11;0;2PT Field Goal
Jump Shot;-72;61;4;2;0;2002-03;46;0;2PT Field Goal
Jump Shot;-87;179;4;2;0;2005-06;50;0;2PT Field Goal
Jump Shot;6;86;9;3;0;2008-09;52;0;2PT Field Goal
Jump Shot;148;20;11;4;0;2007-08;20;1;2PT Field Goal
Jump Shot;95;-8;0;2;0;2008-09;13;0;2PT Field Goal
Jump Shot;24;81;9;4;0;2004-05;38;1;2PT Field Goal
Layup;0;0;4;1;0;2001-02;36;1;2PT Field Goal
Jump Shot;-120;140;4;4;0;2011-12;16;0;2PT Field Goal
Layup;0;0;6;2;1;2001-02;41;1;2PT Field Goal
Jump Shot;110;186;9;3;1;2008-09;9;1;2PT Field Goal
Jump Shot;-82;157;6;4;1;2011-12;44;1;2PT Field Goal
Jump Shot;-98;165;5;2;0;2010-11;22;0;2PT Field Goal
Jump Shot;132;112;9;1;0;2001-02;26;0;2PT Field Goal
Jump Shot;-84;228;8;2;0;2015-16;19;0;3PT Field Goal
Jump Shot;121;110;8;3;0;2009-10;55;1;2PT Field Goal
Jump Shot;123;31;1;1;0;1998-99;40;0;2PT Field Goal
Layup;-19;12;0;2;1;2011-12;12;0;2PT Field Goal
Jump Shot;-60;244;2;4;0;2010-11;22;0;3PT Field Goal
Jump Shot;182;2;0;3;0;2001-02;53;0;2PT Field Goal
Layup;1;33;9;1;1;2003-04;51;1;2PT Field Goal
Layup;0;0;0;3;0;2007-08;2;1;2PT Field Goal
Layup;0;0;9;3;0;1996-97;9;1;2PT Field Goal
Jump Shot;-202;-3;8;4;0;2003-04;8;1;2PT Field Goal
Jump Shot;-38;80;7;3;0;2009-10;32;1;2PT Field Goal
Jump Shot;107;149;8;2;0;2015-16;8;0;2PT Field Goal
Jump Shot;-51;191;0;2;0;2007-08;0;1;2PT Field Goal
Jump Shot;143;113;7;1;0;1998-99;43;1;2PT Field Goal
Jump Shot;-147;129;3;4;0;2009-10;34;0;2PT Field Goal
Jump Shot;160;23;11;3;0;2011-12;15;1;2PT Field Goal
Jump Shot;-44;106;10;4;1;2000-01;42;1;2PT Field Goal
Jump Shot;16;114;4;2;0;2001-02;59;1;2PT Field Goal
Jump Shot;146;113;3;3;0;2011-12;39;0;2PT Field Goal
Layup;0;0;11;2;0;2000-01;10;1;2PT Field Goal
Jump Shot;-128;146;7;1;0;2002-03;5;1;2PT Field Goal
Jump Shot;-152;217;3;3;0;2008-09;24;0;3PT Field Goal
Dunk;0;0;8;4;0;1998-99;16;1;2PT Field Goal
Jump Shot;143;79;2;1;0;2007-08;48;1;2PT Field Goal
Jump Shot;143;93;0;4;0;2012-13;52;0;2PT Field Goal
Jump Shot;152;216;7;1;0;2010-11;12;0;3PT Field Goal
Jump Shot;61;88;5;1;0;2011-12;23;1;2PT Field Goal
Jump Shot;28;66;9;3;1;2008-09;3;0;2PT Field Goal
Jump Shot;28;66;0;1;0;2009-10;19;0;2PT Field Goal
Jump Shot;173;37;3;4;0;2009-10;45;0;2PT Field Goal
Jump Shot;33;12;4;1;0;1999-00;17;1;2PT Field Goal
Layup;0;0;7;2;0;2002-03;45;0;2PT Field Goal
Jump Shot;8;196;10;3;0;2002-03;35;0;2PT Field Goal
Jump Shot;143;21;0;4;0;1999-00;18;1;2PT Field Goal
Jump Shot;-176;183;8;4;0;2004-05;37;1;3PT Field Goal
Layup;0;0;6;1;1;2003-04;31;1;2PT Field Goal
Layup;-11;0;6;4;0;2006-07;22;1;2PT Field Goal
Jump Shot;132;131;0;1;0;2012-13;0;0;2PT Field Goal
Jump Shot;-109;227;1;4;0;2014-15;7;1;3PT Field Goal
Jump Shot;-131;-7;0;2;0;1996-97;17;1;2PT Field Goal
Jump Shot;129;127;4;1;0;2010-11;32;0;2PT Field Goal
Jump Shot;192;211;10;4;0;2012-13;14;0;3PT Field Goal
Jump Shot;115;156;7;3;1;1999-00;5;0;2PT Field Goal
Jump Shot;77;123;4;4;0;2007-08;8;0;2PT Field Goal
Jump Shot;118;18;4;4;0;2006-07;26;0;2PT Field Goal
Jump Shot;196;140;4;2;0;2009-10;34;0;3PT Field Goal
Jump Shot;-150;140;0;4;0;2012-13;46;1;2PT Field Goal
Jump Shot;-85;201;4;1;0;1998-99;39;1;2PT Field Goal
Jump Shot;94;178;8;2;0;2004-05;23;1;2PT Field Goal
Jump Shot;-233;-18;10;3;1;2002-03;21;1;3PT Field Goal
Jump Shot;-108;183;4;1;0;2002-03;2;1;2PT Field Goal
Jump Shot;18;165;11;1;0;2009-10;14;0;2PT Field Goal
Jump Shot;-133;114;9;3;1;2006-07;22;0;2PT Field Goal
Jump Shot;-20;49;2;2;0;2004-05;53;0;2PT Field Goal
Jump Shot;106;2;10;1;0;2001-02;38;1;2PT Field Goal
Jump Shot;156;174;0;3;0;2004-05;0;0;2PT Field Goal
Jump Shot;38;78;3;1;0;1997-98;30;0;2PT Field Goal
Jump Shot;-8;71;1;3;1;2010-11;35;0;2PT Field Goal
Layup;0;0;4;4;0;1996-97;1;0;2PT Field Goal
Jump Shot;-29;104;0;1;1;2001-02;0;0;2PT Field Goal
Jump Shot;85;36;8;2;0;2001-02;36;1;2PT Field Goal
Jump Shot;-162;74;10;2;0;1997-98;50;0;2PT Field Goal
Layup;0;0;11;4;0;1996-97;49;0;2PT Field Goal
Jump Shot;58;566;0;2;0;2010-11;0;0;3PT Field Goal
Jump Shot;-114;225;6;3;0;2014-15;36;0;3PT Field Goal
Jump Shot;-15;194;9;4;0;2006-07;27;0;2PT Field Goal
Jump Shot;-191;22;11;3;0;2003-04;20;0;2PT Field Goal
Jump Shot;-214;18;8;1;0;2003-04;45;0;2PT Field Goal
Jump Shot;-193;80;4;3;0;2009-10;22;0;2PT Field Goal
Jump Shot;36;95;8;3;0;2006-07;56;0;2PT Field Goal
Jump Shot;-177;134;11;2;0;2008-09;10;1;2PT Field Goal
Dunk;0;12;3;3;1;2007-08;28;1;2PT Field Goal
Jump Shot;16;57;9;3;0;2000-01;10;0;2PT Field Goal
Jump Shot;-134;48;6;2;0;2011-12;47;0;2PT Field Goal
Layup;0;0;10;4;0;2002-03;2;0;2PT Field Goal
Jump Shot;-195;322;0;3;0;2006-07;0;0;3PT Field Goal
Jump Shot;-155;201;11;2;0;1996-97;14;1;3PT Field Goal
Jump Shot;-52;32;8;1;0;2000-01;23;0;2PT Field Goal
Jump Shot;159;201;1;3;0;2007-08;28;0;3PT Field Goal
Layup;21;25;5;1;0;2009-10;23;0;2PT Field Goal
Jump Shot;-185;156;1;6;0;2001-02;19;0;3PT Field Goal
Jump Shot;111;36;2;5;0;1997-98;32;0;2PT Field Goal
Layup;0;0;8;2;1;2002-03;7;1;2PT Field Goal
Jump Shot;67;61;7;2;0;2004-05;7;1;2PT Field Goal
Jump Shot;172;-4;10;2;0;2001-02;57;1;2PT Field Goal
Dunk;8;3;10;1;0;2002-03;15;1;2PT Field Goal
Dunk;0;0;6;1;0;2009-10;15;1;2PT Field Goal
Layup;0;0;6;1;0;2009-10;4;0;2PT Field Goal
Jump Shot;61;140;6;1;0;2012-13;35;1;2PT Field Goal
Jump Shot;95;49;10;1;0;2007-08;59;0;2PT Field Goal
Jump Shot;-190;190;6;4;1;2009-10;2;0;3PT Field Goal
Layup;10;10;1;2;0;2003-04;8;1;2PT Field Goal
Jump Shot;91;63;9;4;1;2001-02;2;1;2PT Field Goal
Layup;1;27;2;4;1;1999-00;54;0;2PT Field Goal
Layup;0;0;9;3;0;2005-06;31;0;2PT Field Goal
Jump Shot;-164;28;1;4;0;2000-01;19;1;2PT Field Goal
Jump Shot;150;34;0;3;0;2001-02;41;1;2PT Field Goal
Jump Shot;154;86;5;1;0;2007-08;5;0;2PT Field Goal
Jump Shot;138;133;0;3;1;2000-01;24;1;2PT Field Goal
Jump Shot;-94;76;11;3;0;2004-05;28;0;2PT Field Goal
Jump Shot;38;198;6;3;0;2015-16;7;0;2PT Field Goal
Jump Shot;85;155;0;2;0;2004-05;7;0;2PT Field Goal
Jump Shot;-157;4;9;3;0;2001-02;53;0;2PT Field Goal
Jump Shot;-123;105;11;3;0;2002-03;37;1;2PT Field Goal
Jump Shot;44;161;9;2;0;2004-05;18;1;2PT Field Goal
Jump Shot;-235;25;0;3;0;2008-09;55;1;3PT Field Goal
Jump Shot;141;228;4;2;0;2014-15;58;0;3PT Field Goal
Jump Shot;124;53;6;4;1;2008-09;24;0;2PT Field Goal
Layup;0;0;0;1;0;1997-98;37;0;2PT Field Goal
Jump Shot;-163;12;8;2;0;2008-09;41;0;2PT Field Goal
Jump Shot;95;54;3;1;0;2007-08;3;1;2PT Field Goal
Jump Shot;-182;28;4;1;0;2005-06;4;1;2PT Field Goal
Jump Shot;112;164;2;2;0;2005-06;27;0;2PT Field Goal
Layup;-8;-3;7;3;0;2011-12;55;1;2PT Field Goal
Jump Shot;-6;173;3;1;0;2002-03;36;1;2PT Field Goal
Jump Shot;-32;108;3;4;0;2009-10;22;0;2PT Field Goal
Jump Shot;125;137;4;1;0;2014-15;6;1;2PT Field Goal
Jump Shot;-177;109;2;3;1;1999-00;4;1;2PT Field Goal
Jump Shot;-186;174;9;3;0;2015-16;59;0;3PT Field Goal
Jump Shot;-132;2;1;1;0;2000-01;4;1;2PT Field Goal
Layup;0;0;2;4;1;2001-02;57;1;2PT Field Goal
Jump Shot;177;391;0;3;0;2003-04;0;0;3PT Field Goal
Layup;0;0;9;3;0;2006-07;49;0;2PT Field Goal
Dunk;0;0;10;3;0;2002-03;39;0;2PT Field Goal
Jump Shot;192;36;5;3;0;2008-09;59;0;2PT Field Goal
Jump Shot;187;160;10;3;0;2014-15;19;0;3PT Field Goal
Jump Shot;169;-2;6;2;0;2000-01;27;1;2PT Field Goal
Jump Shot;-128;55;8;4;0;1998-99;58;0;2PT Field Goal
Jump Shot;233;-11;5;3;0;2007-08;44;0;3PT Field Goal
Jump Shot;121;227;5;3;0;2014-15;20;0;3PT Field Goal
Layup;0;0;0;4;0;2005-06;6;1;2PT Field Goal
Jump Shot;134;211;7;4;1;2001-02;24;0;3PT Field Goal
Jump Shot;75;174;5;2;1;2007-08;36;0;2PT Field Goal
Jump Shot;-31;247;0;4;0;2000-01;2;1;3PT Field Goal
Jump Shot;-163;143;10;2;0;2007-08;17;1;2PT Field Goal
Jump Shot;119;17;2;3;0;2008-09;49;0;2PT Field Goal
Jump Shot;89;2;2;3;0;2001-02;46;1;2PT Field Goal
Jump Shot;-26;115;9;1;0;2010-11;13;1;2PT Field Goal
Dunk;0;0;8;3;0;2004-05;1;1;2PT Field Goal
Dunk;0;0;9;1;0;2006-07;36;1;2PT Field Goal
Jump Shot;-142;208;8;1;0;2012-13;18;1;3PT Field Goal
Jump Shot;17;172;3;3;1;2008-09;55;1;2PT Field Goal
Jump Shot;-46;110;5;4;1;2009-10;39;0;2PT Field Goal
Layup;0;0;1;2;0;2000-01;10;0;2PT Field Goal
Jump Shot;15;105;9;1;0;2005-06;27;0;2PT Field Goal
Jump Shot;-229;58;2;2;0;2012-13;49;1;3PT Field Goal
Layup;0;0;5;4;0;2005-06;7;1;2PT Field Goal
Jump Shot;225;-6;6;3;0;2005-06;7;0;3PT Field Goal
Layup;0;0;6;2;0;2005-06;16;1;2PT Field Goal
Jump Shot;73;176;6;4;0;2011-12;47;0;2PT Field Goal
Jump Shot;12;86;4;2;0;2012-13;46;1;2PT Field Goal
Jump Shot;110;233;0;1;0;2007-08;55;0;3PT Field Goal
Jump Shot;-119;116;2;3;0;2010-11;2;0;2PT Field Goal
Jump Shot;-1;181;0;1;0;1997-98;0;0;2PT Field Goal
Dunk;0;0;1;1;0;2000-01;40;1;2PT Field Goal
Jump Shot;-109;260;6;4;1;2011-12;22;0;3PT Field Goal
Jump Shot;-55;267;11;2;0;1997-98;46;0;3PT Field Goal
Jump Shot;18;697;0;3;0;2012-13;0;0;3PT Field Goal
Jump Shot;-171;117;7;2;0;2004-05;11;1;2PT Field Goal
Jump Shot;81;250;9;4;0;2009-10;25;0;3PT Field Goal
Jump Shot;89;69;3;3;0;2007-08;57;1;2PT Field Goal
Layup;0;0;6;3;0;2004-05;10;1;2PT Field Goal
Jump Shot;170;118;5;1;0;2012-13;24;0;2PT Field Goal
Jump Shot;-64;223;2;2;0;1996-97;16;1;3PT Field Goal
Jump Shot;-7;181;2;1;0;2012-13;18;1;2PT Field Goal
Jump Shot;-6;175;2;1;0;1997-98;26;0;2PT Field Goal
Jump Shot;-74;53;0;1;0;1998-99;34;0;2PT Field Goal
Layup;2;0;1;2;0;2011-12;27;1;2PT Field Goal
Jump Shot;-62;199;5;4;0;2005-06;8;1;2PT Field Goal
Jump Shot;83;242;5;3;0;2009-10;21;0;3PT Field Goal
Jump Shot;-117;0;3;1;0;2012-13;25;0;2PT Field Goal
Jump Shot;-98;253;0;2;0;2000-01;39;1;3PT Field Goal
Jump Shot;140;48;10;3;0;2002-03;43;1;2PT Field Goal
Jump Shot;154;210;3;2;0;2003-04;10;0;3PT Field Goal
Jump Shot;-122;11;11;2;0;2001-02;47;1;2PT Field Goal
Layup;0;0;1;4;1;2008-09;22;0;2PT Field Goal
Jump Shot;-158;199;3;2;0;2012-13;17;0;3PT Field Goal
Layup;28;5;7;1;0;2004-05;8;1;2PT Field Goal
Jump Shot;-108;53;3;2;1;2011-12;54;1;2PT Field Goal
Layup;0;0;0;3;0;2001-02;18;0;2PT Field Goal
Jump Shot;110;121;0;4;0;2015-16;30;1;2PT Field Goal
Jump Shot;-222;143;0;4;0;2002-03;4;1;3PT Field Goal
Dunk;-4;-8;1;1;0;2001-02;7;1;2PT Field Goal
Jump Shot;211;129;0;3;0;2011-12;31;1;3PT Field Goal
Jump Shot;163;197;5;1;1;2005-06;12;1;3PT Field Goal
Jump Shot;152;108;3;1;0;2010-11;46;0;2PT Field Goal
Dunk;11;7;6;3;0;2006-07;59;1;2PT Field Goal
Dunk;0;0;3;4;0;1997-98;30;1;2PT Field Goal
Jump Shot;172;-3;5;4;0;2005-06;41;0;2PT Field Goal
Dunk;28;0;10;4;0;2001-02;24;1;2PT Field Goal
Layup;0;0;9;2;0;2003-04;9;1;2PT Field Goal
Jump Shot;-46;184;5;3;0;2007-08;4;1;2PT Field Goal
Jump Shot;-225;110;8;4;0;2004-05;44;0;3PT Field Goal
Jump Shot;166;20;4;4;1;2011-12;29;1;2PT Field Goal
Jump Shot;-151;-14;4;5;0;2005-06;3;1;2PT Field Goal
Jump Shot;211;123;5;1;0;2012-13;36;0;3PT Field Goal
Jump Shot;-3;156;1;2;1;1999-00;24;0;2PT Field Goal
Jump Shot;8;48;8;2;0;2002-03;38;0;2PT Field Goal
Jump Shot;-122;113;6;1;0;2010-11;27;0;2PT Field Goal
Jump Shot;-54;259;0;4;0;2001-02;28;0;3PT Field Goal
Jump Shot;-5;89;6;3;0;2007-08;29;0;2PT Field Goal
Jump Shot;-187;68;9;3;0;2005-06;4;0;2PT Field Goal
Jump Shot;13;253;0;2;0;2002-03;0;0;3PT Field Goal
Jump Shot;138;66;8;2;0;2003-04;49;0;2PT Field Goal
Jump Shot;69;80;2;2;0;2015-16;21;1;2PT Field Goal
Dunk;0;0;2;1;0;2002-03;51;1;2PT Field Goal
Jump Shot;153;163;3;2;0;2005-06;55;1;2PT Field Goal
Jump Shot;151;128;3;1;0;2006-07;48;1;2PT Field Goal
Layup;0;0;1;3;0;2000-01;21;0;2PT Field Goal
Jump Shot;-123;95;4;4;0;2005-06;19;1;2PT Field Goal
Jump Shot;-62;23;8;3;0;2010-11;51;0;2PT Field Goal
Jump Shot;-13;77;5;4;0;2009-10;34;0;2PT Field Goal
Jump Shot;-100;42;5;2;0;2012-13;20;1;2PT Field Goal
Jump Shot;120;23;2;4;0;1996-97;51;0;2PT Field Goal
Layup;0;0;3;4;1;2009-10;38;1;2PT Field Goal
Jump Shot;0;76;8;4;0;2002-03;41;0;2PT Field Goal
Layup;18;1;6;3;0;2012-13;8;1;2PT Field Goal
Jump Shot;-141;214;1;2;0;2005-06;39;0;3PT Field Goal
Jump Shot;80;69;2;4;0;2002-03;31;0;2PT Field Goal
Jump Shot;172;-1;11;1;0;2007-08;11;0;2PT Field Goal
Jump Shot;-95;8;0;1;0;2007-08;20;1;2PT Field Goal
Jump Shot;-33;260;7;2;0;2004-05;1;1;3PT Field Goal
Jump Shot;177;7;11;1;0;2005-06;32;1;2PT Field Goal
Jump Shot;-158;205;9;3;1;1999-00;38;1;3PT Field Goal
Jump Shot;-184;-9;11;1;0;2004-05;9;1;2PT Field Goal
Jump Shot;-224;12;1;4;0;2010-11;0;0;3PT Field Goal
Jump Shot;94;133;8;3;0;2001-02;52;1;2PT Field Goal
Layup;0;0;3;1;0;2008-09;9;0;2PT Field Goal
Jump Shot;-155;156;10;1;0;2010-11;44;0;2PT Field Goal
Layup;0;0;4;2;1;2001-02;22;1;2PT Field Goal
Jump Shot;158;89;3;2;0;2002-03;2;1;2PT Field Goal
Layup;0;0;6;4;0;2003-04;25;0;2PT Field Goal
Jump Shot;203;-14;10;4;0;2009-10;37;1;2PT Field Goal
Layup;23;12;2;1;0;2010-11;29;1;2PT Field Goal
Layup;28;-2;5;2;0;2012-13;12;1;2PT Field Goal
Jump Shot;204;72;0;2;1;2002-03;0;0;2PT Field Goal
Layup;0;0;2;4;1;2001-02;38;0;2PT Field Goal
Jump Shot;34;44;2;2;1;2009-10;0;0;2PT Field Goal
Jump Shot;-109;55;11;3;0;1999-00;3;0;2PT Field Goal
Jump Shot;157;-25;7;1;0;2008-09;21;1;2PT Field Goal
Jump Shot;192;157;5;2;0;2008-09;53;1;3PT Field Goal
Jump Shot;204;10;1;4;0;2005-06;0;0;2PT Field Goal
Jump Shot;32;61;0;3;0;2000-01;50;1;2PT Field Goal
Jump Shot;-12;180;10;1;0;2015-16;5;1;2PT Field Goal
Layup;15;33;4;4;0;2012-13;46;0;2PT Field Goal
Dunk;0;0;11;1;0;2009-10;6;1;2PT Field Goal
Jump Shot;-125;261;1;4;0;2010-11;50;0;3PT Field Goal
Jump Shot;-194;6;3;2;0;2014-15;54;1;2PT Field Goal
Jump Shot;107;10;6;1;0;2005-06;0;1;2PT Field Goal
Jump Shot;65;246;7;4;0;2008-09;0;0;3PT Field Goal
Jump Shot;-33;200;9;3;1;2001-02;11;0;2PT Field Goal
Jump Shot;-87;74;2;2;0;2011-12;24;0;2PT Field Goal
Jump Shot;78;179;4;2;0;1997-98;31;0;2PT Field Goal
Jump Shot;-158;15;6;2;0;2012-13;34;0;2PT Field Goal
Jump Shot;111;172;1;3;0;2011-12;40;1;2PT Field Goal
Jump Shot;-19;201;5;3;0;2009-10;54;1;2PT Field Goal
Jump Shot;-147;193;7;1;0;2015-16;25;0;3PT Field Goal
Jump Shot;-126;237;1;4;0;2004-05;41;1;3PT Field Goal
Layup;0;0;5;4;0;2009-10;31;1;2PT Field Goal
Layup;-16;4;7;2;1;2001-02;4;0;2PT Field Goal
Jump Shot;0;160;1;2;0;2007-08;12;0;2PT Field Goal
Layup;0;0;5;4;1;2008-09;49;0;2PT Field Goal
Jump Shot;-159;184;0;4;0;1996-97;12;0;3PT Field Goal
Jump Shot;132;130;10;1;0;1999-00;37;1;2PT Field Goal
Layup;0;0;0;1;0;2002-03;58;0;2PT Field Goal
Jump Shot;118;20;2;1;0;2006-07;52;0;2PT Field Goal
Jump Shot;-43;179;3;4;0;2010-11;59;0;2PT Field Goal
Jump Shot;128;123;11;3;0;2003-04;16;0;2PT Field Goal
Jump Shot;-11;156;2;3;0;2011-12;31;0;2PT Field Goal
Layup;0;0;2;4;0;2004-05;38;1;2PT Field Goal
Jump Shot;23;124;3;4;0;2013-14;9;0;2PT Field Goal
Jump Shot;-95;178;2;4;0;2007-08;46;0;2PT Field Goal
Jump Shot;102;203;6;3;0;2015-16;37;0;2PT Field Goal
Jump Shot;-13;31;9;2;0;2004-05;30;1;2PT Field Goal
Layup;-15;0;0;2;0;2012-13;35;1;2PT Field Goal
Layup;0;0;8;3;0;2004-05;9;0;2PT Field Goal
Layup;17;15;2;2;0;2011-12;38;0;2PT Field Goal
Jump Shot;-164;-36;11;3;0;1999-00;31;0;2PT Field Goal
Jump Shot;-94;40;8;1;0;1998-99;49;0;2PT Field Goal
Jump Shot;-235;41;10;2;0;2002-03;6;1;3PT Field Goal
Jump Shot;29;31;11;2;0;1999-00;0;0;2PT Field Goal
Jump Shot;80;209;4;1;1;2008-09;30;0;2PT Field Goal
Layup;0;0;6;1;0;2002-03;19;0;2PT Field Goal
Dunk;0;0;4;2;0;2001-02;4;0;2PT Field Goal
Jump Shot;145;139;0;4;0;2015-16;26;1;2PT Field Goal
Jump Shot;-207;138;7;3;0;2005-06;35;1;3PT Field Goal
Jump Shot;-193;118;8;3;0;2010-11;39;1;2PT Field Goal
Layup;1;22;11;4;1;2011-12;47;0;2PT Field Goal
Jump Shot;111;115;3;2;0;2009-10;3;1;2PT Field Goal
Layup;24;15;9;1;1;2001-02;37;0;2PT Field Goal
Jump Shot;97;225;0;4;0;2014-15;52;0;3PT Field Goal
Jump Shot;115;21;3;1;1;1999-00;43;0;2PT Field Goal
Layup;0;0;5;1;0;2004-05;45;1;2PT Field Goal
Layup;-27;-6;6;1;0;2015-16;8;0;2PT Field Goal
Jump Shot;-29;159;10;4;1;2008-09;49;1;2PT Field Goal
Jump Shot;18;28;8;3;0;2012-13;44;0;2PT Field Goal
Layup;-24;14;6;1;0;2010-11;48;0;2PT Field Goal
Jump Shot;128;30;6;1;0;2002-03;11;1;2PT Field Goal
Layup;-18;0;0;2;0;2010-11;47;1;2PT Field Goal
Jump Shot;-23;106;6;2;0;1999-00;13;1;2PT Field Goal
Jump Shot;44;12;2;2;0;1999-00;25;0;2PT Field Goal
Jump Shot;130;141;6;2;0;2004-05;2;1;2PT Field Goal
Layup;-7;25;1;4;0;2008-09;49;0;2PT Field Goal
Jump Shot;70;156;7;1;1;1999-00;21;1;2PT Field Goal
Jump Shot;167;72;8;4;0;2002-03;18;0;2PT Field Goal
Layup;0;0;9;1;0;1999-00;28;0;2PT Field Goal
Jump Shot;94;48;8;3;0;2005-06;34;0;2PT Field Goal
Jump Shot;-59;53;8;1;0;2012-13;16;1;2PT Field Goal
Jump Shot;-10;77;9;2;0;2006-07;30;0;2PT Field Goal
Jump Shot;92;175;2;2;0;2015-16;48;1;2PT Field Goal
Jump Shot;-210;128;4;1;1;2002-03;9;0;3PT Field Goal
Jump Shot;-122;220;2;2;0;2008-09;58;1;3PT Field Goal
Jump Shot;-94;188;11;1;0;2000-01;9;0;2PT Field Goal
Jump Shot;157;-11;0;3;0;2001-02;0;1;2PT Field Goal
Jump Shot;107;-9;5;1;0;2006-07;33;0;2PT Field Goal
Jump Shot;167;82;7;1;1;2000-01;15;0;2PT Field Goal
Jump Shot;-80;250;0;3;1;2002-03;37;0;3PT Field Goal
Jump Shot;-140;-11;4;1;1;2002-03;50;1;2PT Field Goal
Jump Shot;-171;-16;3;2;1;1999-00;10;0;2PT Field Goal
Jump Shot;191;-25;10;1;1;2001-02;30;1;2PT Field Goal
Dunk;0;0;2;2;0;2000-01;14;1;2PT Field Goal
Jump Shot;77;53;0;2;1;2001-02;35;0;2PT Field Goal
Jump Shot;97;242;4;4;0;2012-13;46;1;3PT Field Goal
Jump Shot;149;124;9;4;0;1998-99;5;0;2PT Field Goal
Jump Shot;94;129;10;3;0;2010-11;23;0;2PT Field Goal
Jump Shot;-146;38;9;2;1;2002-03;29;0;2PT Field Goal
Jump Shot;-162;116;0;1;0;2001-02;26;1;2PT Field Goal
Jump Shot;-162;4;11;4;0;2000-01;46;0;2PT Field Goal
Jump Shot;29;133;3;4;0;2002-03;47;0;2PT Field Goal
Jump Shot;5;87;9;2;0;2004-05;45;0;2PT Field Goal
Jump Shot;-113;128;7;4;0;2004-05;32;0;2PT Field Goal
Jump Shot;-44;127;3;1;0;2000-01;56;0;2PT Field Goal
Layup;0;0;1;1;0;2001-02;8;1;2PT Field Goal
Jump Shot;-59;-10;9;4;1;1997-98;29;0;2PT Field Goal
Jump Shot;-118;92;3;1;0;2005-06;20;1;2PT Field Goal
Jump Shot;-18;76;11;3;0;2002-03;5;1;2PT Field Goal
Jump Shot;237;94;3;2;0;2010-11;6;0;3PT Field Goal
Jump Shot;-6;203;1;1;0;2000-01;47;0;2PT Field Goal
Jump Shot;-10;99;2;5;0;2000-01;5;1;2PT Field Goal
Jump Shot;110;10;5;2;0;2004-05;21;1;2PT Field Goal
Layup;0;0;4;4;0;2009-10;16;0;2PT Field Goal
Jump Shot;-234;17;1;1;1;2008-09;27;0;3PT Field Goal
Jump Shot;-196;52;1;2;0;2012-13;54;1;2PT Field Goal
Jump Shot;-79;30;11;2;1;2000-01;39;1;2PT Field Goal
Jump Shot;119;235;1;1;0;1997-98;11;0;3PT Field Goal
Jump Shot;176;176;11;1;0;2007-08;22;0;3PT Field Goal
Jump Shot;-44;7;6;4;0;2004-05;58;1;2PT Field Goal
Jump Shot;81;173;7;2;0;1997-98;29;0;2PT Field Goal
Jump Shot;-157;120;0;1;1;2000-01;38;1;2PT Field Goal
Jump Shot;92;184;11;1;1;2008-09;32;0;2PT Field Goal
Jump Shot;-100;145;1;4;1;2003-04;50;0;2PT Field Goal
Layup;0;0;5;1;1;2008-09;39;1;2PT Field Goal
Jump Shot;54;22;7;1;0;2005-06;57;0;2PT Field Goal
Layup;0;0;1;2;0;1999-00;2;0;2PT Field Goal
Jump Shot;-123;227;5;2;0;2007-08;27;1;3PT Field Goal
Jump Shot;-32;120;7;2;0;2015-16;56;0;2PT Field Goal
Jump Shot;146;76;3;2;1;2007-08;38;1;2PT Field Goal
Jump Shot;-79;164;5;1;0;2004-05;40;1;2PT Field Goal
Layup;9;12;4;2;0;2010-11;44;1;2PT Field Goal
Jump Shot;-130;111;11;3;0;2015-16;17;0;2PT Field Goal
Jump Shot;127;26;3;2;0;2009-10;25;1;2PT Field Goal
Jump Shot;-145;56;5;3;0;2007-08;1;1;2PT Field Goal
Jump Shot;99;157;2;1;0;2008-09;25;1;2PT Field Goal
Jump Shot;-66;169;10;3;0;2007-08;53;0;2PT Field Goal
Dunk;0;0;5;2;0;2007-08;24;1;2PT Field Goal
Jump Shot;70;124;3;3;1;2010-11;19;0;2PT Field Goal
Dunk;0;0;7;3;0;2008-09;59;1;2PT Field Goal
Jump Shot;100;178;1;2;0;2010-11;29;0;2PT Field Goal
Jump Shot;-128;156;3;3;0;1999-00;57;1;2PT Field Goal
Jump Shot;133;55;4;4;0;2012-13;55;0;2PT Field Goal
Layup;-16;23;0;3;0;2010-11;8;1;2PT Field Goal
Jump Shot;-7;110;10;3;0;2014-15;53;0;2PT Field Goal
Jump Shot;-172;74;5;3;1;2007-08;22;0;2PT Field Goal
Layup;20;9;4;2;0;2010-11;38;1;2PT Field Goal
Jump Shot;132;279;0;3;1;2008-09;0;0;3PT Field Goal
Jump Shot;128;97;6;1;0;2004-05;53;0;2PT Field Goal
Jump Shot;-8;187;5;4;0;2009-10;51;1;2PT Field Goal
Jump Shot;135;145;0;1;0;2005-06;49;0;2PT Field Goal
Dunk;0;0;3;4;0;2004-05;38;1;2PT Field Goal
Layup;-19;12;6;3;0;2012-13;36;0;2PT Field Goal
Jump Shot;59;58;6;4;1;2005-06;47;0;2PT Field Goal
Jump Shot;0;79;5;2;0;2003-04;17;1;2PT Field Goal
Jump Shot;230;48;7;2;0;2009-10;53;0;3PT Field Goal
Jump Shot;-117;126;3;4;0;2008-09;22;1;2PT Field Goal
Layup;7;19;1;2;0;2011-12;19;0;2PT Field Goal
